Player,Team,Salary,Year,Age,Pos,G,GS,MP,3P,3PA,2P,2PA,ORB,DRB,AST,STL,BLK,PF,PTS
508,Yogi Ferrell,DAL,1312611.0,2017.0,23.0,PG,10.0,0.0,151.0,8.0,27.0,10.0,22.0,4.0,8.0,17.0,2.0,2.0,11.0,54.0
509,Yogi Ferrell,DAL,1312611.0,2017.0,23.0,PG,36.0,29.0,1046.0,60.0,149.0,82.0,196.0,16.0,83.0,155.0,40.0,7.0,79.0,408.0
510,Treveon Graham,CHO,1312611.0,2017.0,23.0,SG,27.0,1.0,189.0,9.0,15.0,10.0,25.0,5.0,17.0,6.0,6.0,1.0,18.0,57.0
511,David Nwaba,CHI,1312611.0,2017.0,24.0,SG,20.0,2.0,397.0,1.0,5.0,46.0,76.0,16.0,46.0,14.0,13.0,7.0,36.0,120.0
512,Paul Zipser,CHI,1312611.0,2017.0,22.0,SF,44.0,18.0,843.0,33.0,99.0,55.0,122.0,15.0,110.0,36.0,15.0,16.0,78.0,240.0
513,Isaiah Whitehead,BRK,1312611.0,2017.0,21.0,PG,73.0,26.0,1643.0,44.0,149.0,160.0,359.0,32.0,152.0,192.0,42.0,36.0,175.0,543.0
514,Sheldon Mac,ATL,1312611.0,,,,,,,,,,,,,,,,,
515,Okaro White,ATL,1312611.0,2017.0,24.0,PF,35.0,0.0,471.0,12.0,34.0,21.0,53.0,25.0,57.0,21.0,10.0,10.0,52.0,98.0
516,Nicolas Brussino,ATL,1312611.0,2017.0,23.0,SF,54.0,2.0,521.0,29.0,95.0,23.0,46.0,26.0,69.0,47.0,17.0,8.0,43.0,150.0
517,Diamond Stone,ATL,1312611.0,2017.0,19.0,C,7.0,0.0,24.0,0.0,0.0,3.0,13.0,1.0,5.0,0.0,0.0,1.0,5.0,10.0
518,Isaiah Taylor,ATL,1312611.0,2017.0,22.0,PG,4.0,0.0,52.0,0.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,6.0,3.0
519,Kay Felder,CHI,1312611.0,2017.0,21.0,PG,42.0,0.0,386.0,7.0,22.0,55.0,136.0,3.0,38.0,58.0,18.0,7.0,38.0,166.0
520,Fred VanVleet,TOR,1312611.0,2017.0,22.0,PG,37.0,0.0,294.0,11.0,29.0,28.0,82.0,4.0,38.0,35.0,17.0,2.0,36.0,107.0
521,Derrick Jones,PHO,1312611.0,2017.0,19.0,SF,32.0,8.0,545.0,3.0,11.0,65.0,110.0,39.0,40.0,12.0,14.0,13.0,63.0,168.0
522,Chasson Randle,NYK,1312611.0,2017.0,23.0,PG,26.0,0.0,299.0,16.0,47.0,24.0,51.0,6.0,26.0,34.0,9.0,2.0,39.0,137.0
523,Chasson Randle,NYK,1312611.0,2017.0,23.0,PG,8.0,0.0,74.0,6.0,15.0,6.0,11.0,0.0,5.0,6.0,3.0,1.0,11.0,42.0
524,Chasson Randle,NYK,1312611.0,2017.0,23.0,PG,18.0,0.0,225.0,10.0,32.0,18.0,40.0,6.0,21.0,28.0,6.0,1.0,28.0,95.0
525,Stephen Zimmerman,LAL,1312611.0,2017.0,20.0,C,19.0,0.0,108.0,0.0,0.0,10.0,31.0,11.0,24.0,4.0,2.0,5.0,17.0,23.0
526,Semi Ojeleye,BOS,1291892.0,,,,,,,,,,,,,,,,,
527,Frank Mason,SAC,1184385.0,,,,,,,,,,,,,,,,,
528,Abdel Nader,BOS,1167333.0,,,,,,,,,,,,,,,,,
529,Damyean Dotson,NYK,1100000.0,,,,,,,,,,,,,,,,,
530,Paul Pierce,LAC,1096080.0,2017.0,39.0,SF,25.0,7.0,277.0,15.0,43.0,13.0,27.0,1.0,47.0,10.0,4.0,5.0,40.0,81.0
531,Isaiah Canaan,PHO,1069308.0,2017.0,25.0,SG,39.0,0.0,592.0,25.0,94.0,38.0,79.0,6.0,43.0,37.0,22.0,1.0,35.0,181.0
532,Wesley Iwundu,ORL,1050000.0,,,,,,,,,,,,,,,,,
533,Livio Jean-Charles,SAS,1035200.0,,,,,,,,,,,,,,,,,
534,Justin Hamilton,TOR,1000000.0,2017.0,26.0,C,64.0,7.0,1177.0,55.0,181.0,119.0,198.0,71.0,191.0,55.0,29.0,43.0,91.0,442.0
535,Gerald Henderson,PHI,1000000.0,2017.0,29.0,SG,72.0,41.0,1667.0,61.0,173.0,173.0,380.0,34.0,151.0,112.0,41.0,15.0,129.0,662.0
536,Rade Zagorac,MEM,950000.0,,,,,,,,,,,,,,,,,
537,Ivan Rabb,MEM,950000.0,,,,,,,,,,,,,,,,,
538,Ike Anigbogu,IND,950000.0,,,,,,,,,,,,,,,,,
539,Gerald Green,HOU,947248.0,2017.0,31.0,SF,47.0,0.0,538.0,39.0,111.0,56.0,121.0,17.0,68.0,33.0,9.0,7.0,48.0,262.0
540,Jason Thompson,GSW,945126.0,,,,,,,,,,,,,,,,,
541,Martell Webster,WAS,830000.0,,,,,,,,,,,,,,,,,
542,Frank Jackson,NOP,815615.0,,,,,,,,,,,,,,,,,
543,Jordan Bell,GSW,815615.0,,,,,,,,,,,,,,,,,
544,Dakari Johnson,OKC,815615.0,,,,,,,,,,,,,,,,,
545,Sterling Brown,MIL,815615.0,,,,,,,,,,,,,,,,,
546,Dillon Brooks,MEM,815615.0,,,,,,,,,,,,,,,,,
547,Jawun Evans,LAC,815615.0,,,,,,,,,,,,,,,,,
548,Sindarius Thornwell,LAC,815615.0,,,,,,,,,,,,,,,,,
549,Dwayne Bacon,CHO,815615.0,,,,,,,,,,,,,,,,,
550,Tyler Dorsey,ATL,815615.0,,,,,,,,,,,,,,,,,
551,Davon Reed,PHO,815615.0,,,,,,,,,,,,,,,,,
552,Royce O'Neale,UTA,815615.0,,,,,,,,,,,,,,,,,
553,Alfonzo McKinnie,TOR,815615.0,,,,,,,,,,,,,,,,,
554,Brandon Paul,SAS,815615.0,,,,,,,,,,,,,,,,,
555,Khem Birch,ORL,815615.0,,,,,,,,,,,,,,,,,
556,Thomas Bryant,LAL,815615.0,,,,,,,,,,,,,,,,,
557,Zhou Qi,HOU,815615.0,,,,,,,,,,,,,,,,,
558,Maxi Kleber,DAL,815615.0,,,,,,,,,,,,,,,,,
559,Daniel Theis,BOS,815615.0,,,,,,,,,,,,,,,,,
560,Sean Kilpatrick,MIL,789725.0,2017.0,27.0,SG,70.0,24.0,1754.0,105.0,308.0,200.0,427.0,22.0,258.0,157.0,46.0,6.0,118.0,919.0
561,Trey Burke,NYK,784160.0,2017.0,24.0,PG,57.0,0.0,703.0,31.0,70.0,85.0,185.0,7.0,40.0,100.0,11.0,5.0,54.0,285.0
562,Alex Poythress,IND,778668.0,2017.0,23.0,PF,6.0,1.0,157.0,6.0,19.0,19.0,35.0,11.0,18.0,5.0,3.0,2.0,14.0,64.0
563,Marco Belinelli,PHI,776217.0,2017.0,30.0,SG,74.0,0.0,1778.0,102.0,283.0,162.0,332.0,14.0,164.0,147.0,44.0,9.0,90.0,780.0
564,Joe Johnson,HOU,749905.0,2017.0,35.0,SF,78.0,14.0,1843.0,106.0,258.0,167.0,368.0,33.0,209.0,144.0,36.0,18.0,93.0,715.0
565,Dwight Buycks,DET,748160.0,,,,,,,,,,,,,,,,,
566,Tyler Cavanaugh,ATL,679919.0,,,,,,,,,,,,,,,,,
567,Carlos Delfino,LAC,650000.0,,,,,,,,,,,,,,,,,
568,Caron Butler,SAC,517220.0,,,,,,,,,,,,,,,,,
569,Jordan Farmar,LAC,510921.0,2017.0,30.0,PG,2.0,0.0,35.0,4.0,9.0,0.0,3.0,1.0,2.0,9.0,2.0,0.0,1.0,12.0
570,Ersan Ilyasova,PHI,502328.0,2017.0,29.0,PF,82.0,52.0,2142.0,142.0,402.0,242.0,488.0,115.0,366.0,141.0,58.0,23.0,211.0,1071.0
571,Ersan Ilyasova,PHI,502328.0,2017.0,29.0,PF,3.0,0.0,62.0,3.0,12.0,3.0,4.0,2.0,14.0,1.0,3.0,1.0,5.0,15.0
572,Ersan Ilyasova,PHI,502328.0,2017.0,29.0,PF,53.0,40.0,1447.0,107.0,298.0,178.0,350.0,71.0,243.0,97.0,33.0,14.0,133.0,786.0
573,Ersan Ilyasova,PHI,502328.0,2017.0,29.0,PF,26.0,12.0,633.0,32.0,92.0,61.0,134.0,42.0,109.0,43.0,22.0,8.0,73.0,270.0
574,Leandro Barbosa,PHO,500000.0,2017.0,34.0,SG,67.0,0.0,963.0,35.0,98.0,137.0,294.0,15.0,89.0,81.0,31.0,8.0,82.0,419.0
575,Tibor Pleiss,PHI,500000.0,,,,,,,,,,,,,,,,,
576,Michael Gbinije,DET,500000.0,2017.0,24.0,SG,9.0,0.0,32.0,0.0,4.0,1.0,6.0,2.0,1.0,2.0,0.0,0.0,2.0,4.0
577,Aaron Gray,DET,452059.0,,,,,,,,,,,,,,,,,
578,Festus Ezeli,POR,333334.0,,,,,,,,,,,,,,,,,
579,C.J. Watson,ORL,333334.0,2017.0,32.0,PG,62.0,9.0,1012.0,32.0,105.0,64.0,143.0,16.0,73.0,114.0,43.0,2.0,84.0,281.0
580,Gal Mekel,DAL,315760.0,,,,,,,,,,,,,,,,,
581,Miroslav Raduljica,LAC,300000.0,,,,,,,,,,,,,,,,,
582,Cameron Oliver,HOU,300000.0,,,,,,,,,,,,,,,,,
583,Ramon Sessions,WAS,263124.0,2017.0,30.0,PG,50.0,1.0,811.0,21.0,62.0,79.0,201.0,11.0,62.0,129.0,26.0,3.0,43.0,312.0
584,Jordan Crawford,NOP,250000.0,2017.0,28.0,SG,19.0,0.0,442.0,37.0,95.0,68.0,123.0,4.0,30.0,57.0,11.0,2.0,30.0,267.0
585,Emeka Okafor,NOP,239204.0,,,,,,,,,,,,,,,,,
586,Wade Baldwin,POR,222476.0,2017.0,20.0,PG,33.0,1.0,405.0,3.0,22.0,33.0,93.0,11.0,35.0,61.0,18.0,7.0,40.0,106.0
587,Isaiah Canaan,CHI,200000.0,2017.0,25.0,SG,39.0,0.0,592.0,25.0,94.0,38.0,79.0,6.0,43.0,37.0,22.0,1.0,35.0,181.0
588,Rakeem Christmas,IND,172552.0,2017.0,25.0,PF,29.0,0.0,219.0,0.0,0.0,19.0,43.0,26.0,30.0,4.0,3.0,6.0,37.0,59.0
589,DeAndre Liggins,NOP,172238.0,2017.0,28.0,SG,62.0,19.0,777.0,17.0,46.0,38.0,96.0,20.0,88.0,54.0,47.0,14.0,81.0,152.0
590,DeAndre Liggins,NOP,172238.0,2017.0,28.0,SG,61.0,19.0,752.0,17.0,45.0,35.0,91.0,17.0,84.0,54.0,45.0,14.0,78.0,144.0
591,DeAndre Liggins,NOP,172238.0,2017.0,28.0,SG,1.0,0.0,25.0,0.0,1.0,3.0,5.0,3.0,4.0,0.0,2.0,0.0,3.0,8.0
592,Sean Kilpatrick,LAC,172238.0,2017.0,27.0,SG,70.0,24.0,1754.0,105.0,308.0,200.0,427.0,22.0,258.0,157.0,46.0,6.0,118.0,919.0
593,Rashad Vaughn,ORL,166258.0,2017.0,20.0,SG,41.0,2.0,458.0,26.0,81.0,31.0,75.0,4.0,45.0,23.0,19.0,10.0,32.0,142.0
594,Troy Williams,NYK,148318.0,2017.0,22.0,SF,30.0,16.0,557.0,18.0,62.0,55.0,105.0,15.0,54.0,25.0,27.0,10.0,60.0,185.0
595,Troy Williams,NYK,148318.0,2017.0,22.0,SF,24.0,13.0,418.0,10.0,41.0,41.0,82.0,6.0,39.0,19.0,24.0,9.0,42.0,127.0
596,Troy Williams,NYK,148318.0,2017.0,22.0,SF,6.0,3.0,139.0,8.0,21.0,14.0,23.0,9.0,15.0,6.0,3.0,1.0,18.0,58.0
597,Travis Wear,LAL,148318.0,,,,,,,,,,,,,,,,,
598,Carrick Felix,WAS,140902.0,,,,,,,,,,,,,,,,,
599,Brandon Rush,POR,119602.0,2017.0,31.0,SG,47.0,33.0,1030.0,44.0,114.0,26.0,73.0,16.0,83.0,45.0,22.0,23.0,42.0,197.0
600,Brandon Jennings,MIL,119010.0,2017.0,27.0,PG,81.0,13.0,1802.0,79.0,252.0,113.0,283.0,29.0,167.0,395.0,70.0,5.0,116.0,577.0
601,Brandon Jennings,MIL,119010.0,2017.0,27.0,PG,58.0,11.0,1428.0,68.0,200.0,95.0,229.0,21.0,131.0,287.0,55.0,5.0,84.0,496.0
602,Brandon Jennings,MIL,119010.0,2017.0,27.0,PG,23.0,2.0,374.0,11.0,52.0,18.0,54.0,8.0,36.0,108.0,15.0,0.0,32.0,81.0
603,Derrick Williams,LAL,104059.0,2017.0,25.0,PF,50.0,11.0,804.0,30.0,97.0,78.0,147.0,19.0,111.0,28.0,14.0,7.0,60.0,304.0
604,Derrick Williams,LAL,104059.0,2017.0,25.0,PF,25.0,11.0,377.0,9.0,45.0,45.0,92.0,16.0,57.0,14.0,9.0,5.0,33.0,148.0
605,Derrick Williams,LAL,104059.0,2017.0,25.0,PF,25.0,0.0,427.0,21.0,52.0,33.0,55.0,3.0,54.0,14.0,5.0,2.0,27.0,156.0
606,K.J. McDaniels,TOR,100000.0,2017.0,23.0,SF,49.0,0.0,505.0,20.0,66.0,57.0,103.0,15.0,67.0,13.0,19.0,18.0,49.0,206.0
607,K.J. McDaniels,TOR,100000.0,2017.0,23.0,SF,29.0,0.0,212.0,9.0,27.0,22.0,41.0,6.0,24.0,4.0,7.0,8.0,24.0,80.0
608,K.J. McDaniels,TOR,100000.0,2017.0,23.0,SF,20.0,0.0,293.0,11.0,39.0,35.0,62.0,9.0,43.0,9.0,12.0,10.0,25.0,126.0
609,Marshall Plumlee,NYK,100000.0,2017.0,24.0,C,21.0,1.0,170.0,0.0,0.0,16.0,30.0,23.0,28.0,10.0,4.0,4.0,23.0,40.0
610,Georges Niang,IND,100000.0,2017.0,23.0,PF,23.0,0.0,93.0,1.0,12.0,8.0,24.0,2.0,15.0,5.0,3.0,0.0,6.0,21.0
611,Quinn Cook,ATL,100000.0,2017.0,23.0,PG,14.0,0.0,188.0,11.0,26.0,22.0,40.0,1.0,6.0,26.0,4.0,0.0,13.0,79.0
612,Quinn Cook,ATL,100000.0,2017.0,23.0,PG,5.0,0.0,77.0,5.0,14.0,6.0,11.0,0.0,3.0,12.0,1.0,0.0,6.0,27.0
613,Quinn Cook,ATL,100000.0,2017.0,23.0,PG,9.0,0.0,111.0,6.0,12.0,16.0,29.0,1.0,3.0,14.0,3.0,0.0,7.0,52.0
614,Demetrius Jackson,BOS,92858.0,2017.0,22.0,PG,5.0,0.0,17.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,10.0
615,Kyle Collinsworth,DAL,92160.0,,,,,,,,,,,,,,,,,
616,Josh Gray,PHO,92160.0,,,,,,,,,,,,,,,,,
617,Naz Mitrou-Long,UTA,92160.0,,,,,,,,,,,,,,,,,
618,Shaquille Harrison,PHO,92160.0,,,,,,,,,,,,,,,,,
619,"Walt Lemon, Jr.",NOP,92160.0,,,,,,,,,,,,,,,,,
620,Antonius Cleveland,ATL,92160.0,,,,,,,,,,,,,,,,,
621,Jaylen Morris,ATL,92160.0,,,,,,,,,,,,,,,,,
622,Mike James,PHO,87552.0,,,,,,,,,,,,,,,,,
623,Jarell Eddie,BOS,83129.0,2017.0,25.0,SF,5.0,0.0,62.0,4.0,16.0,2.0,3.0,1.0,6.0,0.0,1.0,0.0,1.0,24.0
624,Jarell Eddie,CHI,83129.0,2017.0,25.0,SF,5.0,0.0,62.0,4.0,16.0,2.0,3.0,1.0,6.0,0.0,1.0,0.0,1.0,24.0
625,Briante Weber,MEM,83129.0,2017.0,24.0,PG,20.0,0.0,205.0,1.0,10.0,24.0,50.0,8.0,18.0,21.0,12.0,1.0,16.0,62.0
626,Briante Weber,MEM,83129.0,2017.0,24.0,PG,7.0,0.0,46.0,0.0,3.0,5.0,11.0,0.0,4.0,5.0,3.0,1.0,4.0,12.0
627,Briante Weber,MEM,83129.0,2017.0,24.0,PG,13.0,0.0,159.0,1.0,7.0,19.0,39.0,8.0,14.0,16.0,9.0,0.0,12.0,50.0
628,Demetrius Jackson,HOU,74159.0,2017.0,22.0,PG,5.0,0.0,17.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,10.0
629,Georgios Papagiannis,POR,74159.0,2017.0,19.0,C,22.0,0.0,355.0,0.0,2.0,56.0,100.0,24.0,62.0,20.0,3.0,17.0,44.0,124.0
630,Larry Drew,NOP,74159.0,,,,,,,,,,,,,,,,,
631,Scotty Hopson,DAL,74159.0,,,,,,,,,,,,,,,,,
632,Isaiah Canaan,HOU,53465.0,2017.0,25.0,SG,39.0,0.0,592.0,25.0,94.0,38.0,79.0,6.0,43.0,37.0,22.0,1.0,35.0,181.0
633,Tyler Cavanaugh,ATL,50000.0,,,,,,,,,,,,,,,,,
634,Kyle Collinsworth,DAL,50000.0,,,,,,,,,,,,,,,,,
635,Demetrius Jackson,HOU,50000.0,2017.0,22.0,PG,5.0,0.0,17.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,10.0
636,Daniel Ochefu,WAS,50000.0,2017.0,23.0,C,19.0,0.0,75.0,0.0,0.0,12.0,27.0,5.0,17.0,3.0,2.0,0.0,17.0,24.0
637,Michael Young,WAS,50000.0,,,,,,,,,,,,,,,,,
638,Nate Wolters,UTA,50000.0,,,,,,,,,,,,,,,,,
639,Naz Mitrou-Long,UTA,50000.0,,,,,,,,,,,,,,,,,
640,Eric Griffin,UTA,50000.0,,,,,,,,,,,,,,,,,
641,Jacob Pullen,PHI,50000.0,,,,,,,,,,,,,,,,,
642,James Michael McAdoo,PHI,50000.0,,,,,,,,,,,,,,,,,
643,Nigel Hayes,NYK,50000.0,,,,,,,,,,,,,,,,,
644,Jalen Moore,MIL,50000.0,,,,,,,,,,,,,,,,,
645,Gary Payton,MIL,50000.0,2017.0,24.0,PG,6.0,0.0,99.0,1.0,9.0,7.0,13.0,0.0,12.0,13.0,3.0,4.0,9.0,20.0
646,Matt Williams,MIA,50000.0,,,,,,,,,,,,,,,,,
647,Vince Hunter,MEM,50000.0,,,,,,,,,,,,,,,,,
648,Vander Blue,LAL,50000.0,,,,,,,,,,,,,,,,,
649,V.J. Beachem,LAL,50000.0,,,,,,,,,,,,,,,,,
650,Briante Weber,LAL,50000.0,2017.0,24.0,PG,20.0,0.0,205.0,1.0,10.0,24.0,50.0,8.0,18.0,21.0,12.0,1.0,16.0,62.0
651,Briante Weber,LAL,50000.0,2017.0,24.0,PG,7.0,0.0,46.0,0.0,3.0,5.0,11.0,0.0,4.0,5.0,3.0,1.0,4.0,12.0
652,Briante Weber,LAL,50000.0,2017.0,24.0,PG,13.0,0.0,159.0,1.0,7.0,19.0,39.0,8.0,14.0,16.0,9.0,0.0,12.0,50.0
653,Jamil Wilson,LAC,50000.0,,,,,,,,,,,,,,,,,
654,Briante Weber,HOU,50000.0,2017.0,24.0,PG,20.0,0.0,205.0,1.0,10.0,24.0,50.0,8.0,18.0,21.0,12.0,1.0,16.0,62.0
655,Briante Weber,HOU,50000.0,2017.0,24.0,PG,7.0,0.0,46.0,0.0,3.0,5.0,11.0,0.0,4.0,5.0,3.0,1.0,4.0,12.0
656,Briante Weber,HOU,50000.0,2017.0,24.0,PG,13.0,0.0,159.0,1.0,7.0,19.0,39.0,8.0,14.0,16.0,9.0,0.0,12.0,50.0
657,Luis Montero,DET,50000.0,,,,,,,,,,,,,,,,,
658,Gian Clavell,DAL,50000.0,,,,,,,,,,,,,,,,,
659,Antonius Cleveland,DAL,50000.0,,,,,,,,,,,,,,,,,
660,Diamond Stone,CHI,50000.0,2017.0,19.0,C,7.0,0.0,24.0,0.0,0.0,3.0,13.0,1.0,5.0,0.0,0.0,1.0,5.0,10.0
661,Yakuba Ouattara,BRK,50000.0,,,,,,,,,,,,,,,,,
662,Jeremy Evans,ATL,50000.0,,,,,,,,,,,,,,,,,
663,Nigel Hayes,LAL,46080.0,,,,,,,,,,,,,,,,,
664,Nigel Hayes,TOR,46080.0,,,,,,,,,,,,,,,,,
665,Rodney Purvis,ORL,46080.0,,,,,,,,,,,,,,,,,
666,Xavier Rathan-Mayes,MEM,46080.0,,,,,,,,,,,,,,,,,
667,Trey McKinney-Jones,IND,46080.0,,,,,,,,,,,,,,,,,
668,Jameel Warney,DAL,46080.0,,,,,,,,,,,,,,,,,
669,Marcus Thornton,CLE,46080.0,2017.0,29.0,SG,33.0,1.0,575.0,28.0,80.0,56.0,130.0,22.0,54.0,41.0,19.0,3.0,48.0,219.0
670,DeAndre Liggins,ATL,26773.0,2017.0,28.0,SG,62.0,19.0,777.0,17.0,46.0,38.0,96.0,20.0,88.0,54.0,47.0,14.0,81.0,152.0
671,DeAndre Liggins,ATL,26773.0,2017.0,28.0,SG,61.0,19.0,752.0,17.0,45.0,35.0,91.0,17.0,84.0,54.0,45.0,14.0,78.0,144.0
672,DeAndre Liggins,ATL,26773.0,2017.0,28.0,SG,1.0,0.0,25.0,0.0,1.0,3.0,5.0,3.0,4.0,0.0,2.0,0.0,3.0,8.0
673,Axel Toupane,NOP,25000.0,2017.0,24.0,SF,4.0,0.0,47.0,1.0,4.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,6.0,11.0
674,Axel Toupane,NOP,25000.0,2017.0,24.0,SF,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
675,Axel Toupane,NOP,25000.0,2017.0,24.0,SF,2.0,0.0,41.0,1.0,3.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,5.0,11.0
676,Quinn Cook,NOP,25000.0,2017.0,23.0,PG,14.0,0.0,188.0,11.0,26.0,22.0,40.0,1.0,6.0,26.0,4.0,0.0,13.0,79.0
677,Quinn Cook,NOP,25000.0,2017.0,23.0,PG,5.0,0.0,77.0,5.0,14.0,6.0,11.0,0.0,3.0,12.0,1.0,0.0,6.0,27.0
678,Quinn Cook,NOP,25000.0,2017.0,23.0,PG,9.0,0.0,111.0,6.0,12.0,16.0,29.0,1.0,3.0,14.0,3.0,0.0,7.0,52.0
679,Chris Johnson,HOU,25000.0,,,,,,,,,,,,,,,,,
680,Beno Udrih,DET,25000.0,2017.0,34.0,PG,39.0,0.0,560.0,11.0,32.0,81.0,165.0,6.0,51.0,131.0,13.0,0.0,29.0,227.0
681,Joel Bolomboy,MIL,22248.0,2017.0,23.0,PF,12.0,0.0,53.0,1.0,4.0,8.0,12.0,4.0,13.0,2.0,1.0,2.0,1.0,22.0
682,Jarell Eddie,CHI,17224.0,2017.0,25.0,SF,5.0,0.0,62.0,4.0,16.0,2.0,3.0,1.0,6.0,0.0,1.0,0.0,1.0,24.0
